[2024-08-25 20:38:54] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-08-25 20:38:54] [INFO    ] discord.client: logging in using static token
[2024-08-25 20:53:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:53:09] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:53:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 175, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724599393, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:53:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:53:13] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:53:13] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:53:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 176, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724599401, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:53:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:53:21] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:53:21] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:53:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 177, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:23:23.239000+00:00', 'pinned': False, 'nonce': '1277287215134670848', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277287216401616907', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'mara colez free hosting deta sabko colez server pe', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:53:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:53:23] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:53:23] [DEBUG   ] discord.client: Dispatching event command_error
[2024-08-25 20:53:23] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command None
discord.ext.commands.errors.CommandNotFound: Command "ara" is not found
[2024-08-25 20:53:23] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 177.
[2024-08-25 20:53:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2024-08-25 20:53:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 178, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:23:25.149000+00:00', 'pinned': False, 'nonce': '1277287223405838336', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277287224412475524', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<:sax:980129045838712932>', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:53:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:53:25] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:53:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 179, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724599408, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:53:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:53:29] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:53:29] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:53:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 180, 'op': 0, 'd': {'user_id': '710014942362730598', 'timestamp': 1724599409, 'member': {'user': {'username': 'sexsweat', 'public_flags': 64, 'id': '710014942362730598', 'global_name': 'hanu🦀', 'display_name': 'hanu🦀', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b48b1a2a3b7eb55bcdf22d7f22d1f01e'}, 'roles': ['1200124512725901432', '840129551908339752'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-10-26T14:37:11.230000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:53:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:53:29] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:53:29] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:53:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 181, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2024-08-25T15:23:36.856000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:23:23.239000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1277287216401616907', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'mara colez free hosting deta sabko colez server pe', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': []}, 'pinned': False, 'nonce': '1277287205022203904', 'message_reference': {'type': 0, 'message_id': '1277287216401616907', 'guild_id': '820326376673771540', 'channel_id': '888073495718805574'}, 'mentions': [{'username': 'kratos31.', 'public_flags': 256, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1200124512725901432', '840129551908339752'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-10-26T14:37:11.230000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277287273515188235', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'kamal ha\nkaise work karta par', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'sexsweat', 'public_flags': 64, 'id': '710014942362730598', 'global_name': 'hanu🦀', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b48b1a2a3b7eb55bcdf22d7f22d1f01e'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:53:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:53:37] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:53:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 182, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:23:38.281000+00:00', 'pinned': False, 'nonce': '1277287211267522560', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1200124512725901432', '840129551908339752'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-10-26T14:37:11.230000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277287279492337777', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<:sax:980129045838712932>', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'sexsweat', 'public_flags': 64, 'id': '710014942362730598', 'global_name': 'hanu🦀', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b48b1a2a3b7eb55bcdf22d7f22d1f01e'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:53:38] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:53:38] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:53:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 183, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724599426, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:53:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:53:46] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:53:46] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:53:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 184, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2024-08-25T15:23:48.408000+00:00', 'referenced_message': {'type': 19, 'tts': False, 'timestamp': '2024-08-25T15:23:36.856000+00:00', 'position': 0, 'pinned': False, 'message_reference': {'type': 0, 'message_id': '1277287216401616907', 'guild_id': '820326376673771540', 'channel_id': '888073495718805574'}, 'mentions': [{'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}], 'mention_roles': [], 'mention_everyone': False, 'id': '1277287273515188235', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'kamal ha\nkaise work karta par', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'sexsweat', 'public_flags': 64, 'id': '710014942362730598', 'global_name': 'hanu🦀', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b48b1a2a3b7eb55bcdf22d7f22d1f01e'}, 'attachments': []}, 'pinned': False, 'nonce': '1277287320294260736', 'message_reference': {'type': 0, 'message_id': '1277287273515188235', 'guild_id': '820326376673771540', 'channel_id': '888073495718805574'}, 'mentions': [{'username': 'sexsweat', 'public_flags': 64, 'member': {'roles': ['1200124512725901432', '840129551908339752'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-10-26T14:37:11.230000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '710014942362730598', 'global_name': 'hanu🦀', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b48b1a2a3b7eb55bcdf22d7f22d1f01e'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277287321968054345', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'ye nahi pata', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:53:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:53:48] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:53:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 185, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:23:50.223000+00:00', 'pinned': False, 'nonce': '1277287328603176960', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277287329580453911', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<:sax:980129045838712932>', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:53:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:53:50] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:53:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 186, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724599432, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:53:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:53:52] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:53:52] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:53:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 187, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:23:55.961000+00:00', 'pinned': False, 'nonce': '1277287352342937600', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277287353647632455', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'maine toh bas itni hee info suni hy', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:53:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:53:56] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:53:56] [DEBUG   ] discord.client: Dispatching event command_error
[2024-08-25 20:53:56] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command None
discord.ext.commands.errors.CommandNotFound: Command "aine" is not found
[2024-08-25 20:53:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 188, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724599438, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:53:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:53:58] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:53:58] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:54:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 189, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:24:04.118000+00:00', 'pinned': False, 'nonce': '1277287386358743040', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277287387860570133', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'raspberyy pi bhi le sakta', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:54:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:54:04] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:54:04] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 189.
[2024-08-25 20:54:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2024-08-25 20:54:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 190, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724599446, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:54:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:54:06] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:54:06] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:54:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 191, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:24:09.888000+00:00', 'pinned': False, 'nonce': '1277287410685706240', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277287412061438132', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'usme host karne mai jyada badhiya rahgea', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:54:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:54:10] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:54:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 192, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:24:12.436000+00:00', 'pinned': False, 'nonce': '1277287421523787776', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277287422748528681', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<:sax:980129045838712932>', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:54:12] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:54:12] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:54:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 193, 'op': 0, 'd': {'user_id': '710014942362730598', 'timestamp': 1724599464, 'member': {'user': {'username': 'sexsweat', 'public_flags': 64, 'id': '710014942362730598', 'global_name': 'hanu🦀', 'display_name': 'hanu🦀', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b48b1a2a3b7eb55bcdf22d7f22d1f01e'}, 'roles': ['1200124512725901432', '840129551908339752'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-10-26T14:37:11.230000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:54:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:54:24] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:54:24] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:54:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 194, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724599469, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:54:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:54:29] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:54:29] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:54:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 195, 'op': 0, 'd': {'user_id': '710014942362730598', 'timestamp': 1724599473, 'member': {'user': {'username': 'sexsweat', 'public_flags': 64, 'id': '710014942362730598', 'global_name': 'hanu🦀', 'display_name': 'hanu🦀', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b48b1a2a3b7eb55bcdf22d7f22d1f01e'}, 'roles': ['1200124512725901432', '840129551908339752'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-10-26T14:37:11.230000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:54:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:54:34] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:54:34] [DEBUG   ] discord.client: Dispatching event raw_typing
